strategy,annual_return,sharpe,max_dd,calmar,sortino,win_rate,trades,stop_loss,cost,final_value
v9_short_term,-7.68%,-0.3393,49.12%,-0.1564,-0.4189,44.15%,5179,3,49392.6,132070.35
