date,nav,cash,n_hold,ret
2021-04-07,228898.2341000001,6518.2341000000815,5,0.0017034078170388156
2021-04-08,224967.2341000001,6518.2341000000815,5,-0.017173570671946026
2021-04-09,224237.2341000001,6518.2341000000815,5,-0.0032449169894470664
2021-04-12,224849.2341000001,6518.2341000000815,5,0.0027292523583619666
2021-04-13,222124.2341000001,6518.2341000000815,5,-0.01211923185287822
2021-04-14,221653.40550000008,2803.405500000088,5,-0.002119663358244983
2021-04-15,221347.40550000008,2803.405500000088,5,-0.0013805337179897403
2021-04-16,223199.40550000008,2803.405500000088,5,0.008366937917417827
2021-04-19,224062.40550000008,2803.405500000088,5,0.0038664977537317125
2021-04-20,224073.40550000008,2803.405500000088,5,4.9093465614769016e-05
2021-04-21,223390.8747000001,4299.874700000088,5,-0.0030460143115912386
2021-04-22,214553.8747000001,4299.874700000088,5,-0.03955846456068335
2021-04-23,213729.8747000001,4299.874700000088,5,-0.0038405272389144818
2021-04-26,212414.8747000001,4299.874700000088,5,-0.006152626074598988
2021-04-27,213138.8747000001,4299.874700000088,5,0.0034084242029779332
2021-04-28,213100.0124000001,4464.012400000087,5,-0.00018233323252137001
2021-04-29,215035.0124000001,4464.012400000087,5,0.00908024348852643
2021-04-30,214965.0124000001,4464.012400000087,5,-0.00032552838358146374
2021-05-06,216667.0124000001,4464.012400000087,5,0.007917567519466706
2021-05-07,219041.0124000001,4464.012400000087,5,0.010956905593073163
2021-05-10,217916.0113000001,6752.0113000001,5,-0.005136029493625571
2021-05-11,219403.0113000001,6752.0113000001,5,0.006823729890838015
2021-05-12,219101.0113000001,6752.0113000001,5,-0.0013764624205045983
2021-05-13,217899.0113000001,6752.0113000001,5,-0.0054860540938087565
2021-05-14,219921.0113000001,6752.0113000001,5,0.00927952810770738
2021-05-17,220463.16790000012,2630.1679000001022,5,0.0024652332980610314
2021-05-18,219732.16790000012,2630.1679000001022,5,-0.0033157466027684546
2021-05-19,218332.16790000012,2630.1679000001022,5,-0.006371393016233906
2021-05-20,218075.16790000012,2630.1679000001022,5,-0.0011771055198687153
2021-05-21,218516.16790000012,2630.1679000001022,5,0.0020222384980679298
2021-05-24,219380.16790000012,2630.1679000001022,5,0.003953940837894354
2021-05-25,221571.16790000012,2630.1679000001022,5,0.009987229114523766
2021-05-26,222208.16790000012,2630.1679000001022,5,0.00287492278908541
2021-05-27,221684.16790000012,2630.1679000001022,5,-0.0023581491398453336
2021-05-28,221550.16790000012,2630.1679000001022,5,-0.0006044635540254362
2021-05-31,222508.7381000001,8045.738100000111,5,0.004326650749516325
2021-06-01,222124.7381000001,8045.738100000111,5,-0.0017257749213760443
2021-06-02,217676.7381000001,8045.738100000111,5,-0.02002478444340372
2021-06-03,217561.7381000001,8045.738100000111,5,-0.0005283063362846452
2021-06-04,216483.7381000001,8045.738100000111,5,-0.004954915369836388
2021-06-07,216942.81640000013,6039.816400000127,5,0.0021206133265676552
2021-06-08,218379.81640000013,6039.816400000127,5,0.006623865329333789
2021-06-09,216631.81640000013,6039.816400000127,5,-0.008004402736552563
2021-06-10,216456.81640000013,6039.816400000127,5,-0.0008078222437875038
2021-06-11,215939.81640000013,6039.816400000127,5,-0.0023884671714131667
2021-06-15,217372.08770000015,2757.0877000001346,5,0.006632733712003125
2021-06-16,216386.08770000015,2757.0877000001346,5,-0.0045360009669723755
2021-06-17,215196.08770000015,2757.0877000001346,5,-0.005499429342471496
2021-06-18,213856.08770000015,2757.0877000001346,5,-0.0062268790028751075
2021-06-21,215218.08770000015,2757.0877000001346,5,0.006368768898038724
2021-06-22,215907.76590000014,3403.7659000001368,5,0.003204555004509446
2021-06-23,215427.76590000014,3403.7659000001368,5,-0.0022231715380831574
2021-06-24,215145.76590000014,3403.7659000001368,5,-0.001309023462327974
2021-06-25,215351.76590000014,3403.7659000001368,5,0.0009574903746687458
2021-06-28,213211.76590000014,3403.7659000001368,5,-0.009937229866941122
2021-06-29,211027.04920000012,4990.0492000001395,5,-0.010246698585221092
2021-06-30,208477.04920000012,4990.0492000001395,5,-0.012083758976240255
2021-07-01,207515.04920000012,4990.0492000001395,5,-0.004614416808428223
2021-07-02,206603.04920000012,4990.0492000001395,5,-0.0043948619799667465
2021-07-05,207107.04920000012,4990.0492000001395,5,0.002439460607922106
2021-07-06,206572.34510000015,2579.345100000144,5,-0.0025817764391187215
2021-07-07,205931.34510000015,2579.345100000144,5,-0.0031030291091951323
2021-07-08,204543.34510000015,2579.345100000144,5,-0.006740110396141863
2021-07-09,205058.34510000015,2579.345100000144,5,0.002517803743496083
2021-07-12,205950.34510000015,2579.345100000144,5,0.004349981462909991
2021-07-13,205490.91420000014,2378.914200000145,5,-0.0022307848028947364
2021-07-14,203580.91420000014,2378.914200000145,5,-0.009294814845881905
2021-07-15,202404.91420000014,2378.914200000145,5,-0.005776572939665048
2021-07-16,202269.91420000014,2378.914200000145,5,-0.0006669798533972537
2021-07-19,202135.91420000014,2378.914200000145,5,-0.0006624811234532402
2021-07-20,201581.45910000015,2398.4591000001456,5,-0.002742981632899655
2021-07-21,201356.45910000015,2398.4591000001456,5,-0.0011161740817065002
2021-07-22,202277.45910000015,2398.4591000001456,5,0.004573977930067752
2021-07-23,201597.45910000015,2398.4591000001456,5,-0.0033617191110939526
2021-07-26,203976.45910000015,2398.4591000001456,5,0.011800743970785454
2021-07-27,159844.97910000014,797.9791000001455,5,-0.2163557510249965
2021-07-28,159520.97910000014,797.9791000001455,5,-0.0020269638860367367
2021-07-29,156458.97910000014,797.9791000001455,5,-0.01919496744111948
2021-07-30,155185.97910000014,797.9791000001455,5,-0.00813631794942471
2021-08-02,156146.97910000014,797.9791000001455,5,0.006192569751296562
2021-08-03,156043.65900000016,4608.659000000145,5,-0.0006616849112003331
2021-08-04,155255.65900000016,4608.659000000145,5,-0.005049868767817101
2021-08-05,155887.65900000016,4608.659000000145,5,0.0040707050813522105
2021-08-06,154973.65900000016,4608.659000000145,5,-0.005863196649838698
2021-08-09,156936.65900000016,4608.659000000145,5,0.012666668727231878
2021-08-10,157861.65900000016,4608.659000000145,5,0.005894097694535416
2021-08-11,158550.65900000016,4608.659000000145,5,0.0043645810158374765
2021-08-12,157234.65900000016,4608.659000000145,5,-0.008300186251512187
2021-08-13,156624.65900000016,4608.659000000145,5,-0.0038795517723607675
2021-08-16,156687.65900000016,4608.659000000145,5,0.00040223551260853974
2021-08-17,154636.60460000014,2131.604600000148,5,-0.013090082608229081
2021-08-18,156072.60460000014,2131.604600000148,5,0.009286287704741714
2021-08-19,154718.60460000014,2131.604600000148,5,-0.008675449502942412
2021-08-20,154589.60460000014,2131.604600000148,5,-0.0008337717389159671
2021-08-23,155628.60460000014,2131.604600000148,5,0.006721021136501415
2021-08-24,155486.60460000014,2131.604600000148,5,-0.0009124286654433877
2021-08-25,156140.60460000014,2131.604600000148,5,0.004206150116162544
2021-08-26,155618.60460000014,2131.604600000148,5,-0.0033431406349249126
2021-08-27,158367.60460000014,2131.604600000148,5,0.017664982969523457
2021-08-30,159029.60460000014,2131.604600000148,5,0.004180147838139359
2021-08-31,160263.91850000015,5250.918500000153,5,0.007761535363837613
2021-09-01,161963.91850000015,5250.918500000153,5,0.010607503023208453
2021-09-02,161935.91850000015,5250.918500000153,5,-0.0001728780104810479
2021-09-03,162726.91850000015,5250.918500000153,5,0.004884648244360967
2021-09-06,162792.91850000015,5250.918500000153,5,0.0004055874750679145
2021-09-07,163419.91850000015,5250.918500000153,5,0.0038515188853254223
2021-09-08,164751.91850000015,5250.918500000153,5,0.008150781203577706
2021-09-09,163717.91850000015,5250.918500000153,5,-0.006276102939584249
2021-09-10,164274.91850000015,5250.918500000153,5,0.0034021932669514587
2021-09-13,164671.91850000015,5250.918500000153,5,0.0024166805476151243
2021-09-14,162323.91850000015,5250.918500000153,5,-0.014258654550138083
2021-09-15,161454.91850000015,5250.918500000153,5,-0.0053534932376586575
2021-09-16,161056.91850000015,5250.918500000153,5,-0.0024650843944403755
2021-09-17,160506.91850000015,5250.918500000153,5,-0.003414941780349512
2021-09-22,158239.91850000015,5250.918500000153,5,-0.014124001763824223
2021-09-23,158861.32610000015,4517.326100000151,5,0.003926996461389054
2021-09-24,157828.32610000015,4517.326100000151,5,-0.006502526608331061
2021-09-27,157376.32610000015,4517.326100000151,5,-0.0028638712148135737
2021-09-28,158575.32610000015,4517.326100000151,5,0.007618680837917946
2021-09-29,159061.32610000015,4517.326100000151,5,0.0030647895353752563
2021-09-30,160274.48610000015,2416.4861000001547,5,0.0076269953843921545
2021-10-08,160829.48610000015,2416.4861000001547,5,0.0034628094184230296
2021-10-11,161177.48610000015,2416.4861000001547,5,0.0021637823289668567
2021-10-12,160338.48610000015,2416.4861000001547,5,-0.005205441655042664
2021-10-13,160326.48610000015,2416.4861000001547,5,-7.484166959459415e-05
2021-10-14,161464.48610000015,2416.4861000001547,5,0.00709801622727646
2021-10-15,161030.48610000015,2416.4861000001547,5,-0.0026878975710560304
2021-10-18,161265.48610000015,2416.4861000001547,5,0.0014593509942835148
2021-10-19,161075.48610000015,2416.4861000001547,5,-0.0011781814236567767
2021-10-20,161129.48610000015,2416.4861000001547,5,0.0003352465437631569
2021-10-21,162137.48610000015,2416.4861000001547,5,0.006255838235432742
2021-10-22,161471.48610000015,2416.4861000001547,5,-0.00410762505340212
2021-10-25,161490.48610000015,2416.4861000001547,5,0.00011766783386280011
2021-10-26,160799.48610000015,2416.4861000001547,5,-0.00427888983857605
2021-10-27,160589.48610000015,2416.4861000001547,5,-0.001305974323011272
2021-10-28,158862.91940000016,1604.919400000159,5,-0.010751430507255355
2021-10-29,159092.91940000016,1604.919400000159,5,0.0014477890804769356
2021-11-01,159507.91940000016,1604.919400000159,5,0.0026085384664831235
2021-11-02,157806.91940000016,1604.919400000159,5,-0.010664047317515135
2021-11-03,157437.91940000016,1604.919400000159,5,-0.0023383005092740827
2021-11-04,158552.91940000016,1604.919400000159,5,0.007082156600197065
2021-11-05,157880.91940000016,1604.919400000159,5,-0.004238332555105306
2021-11-08,157193.91940000016,1604.919400000159,5,-0.004351380791363657
2021-11-09,157603.91940000016,1604.919400000159,5,0.0026082433822183226
2021-11-10,157201.91940000016,1604.919400000159,5,-0.002550697987273476
2021-11-11,158439.91940000016,1604.919400000159,5,0.007875221910299324
2021-11-12,158116.91940000016,1604.919400000159,5,-0.002038627646512192
2021-11-15,158554.91940000016,1604.919400000159,5,0.0027701020337485005
2021-11-16,158323.91940000016,1604.919400000159,5,-0.001456908438250526
2021-11-17,158195.91940000016,1604.919400000159,5,-0.0008084691213120498
2021-11-18,157944.91940000016,1604.919400000159,5,-0.001586640167154596
2021-11-19,158363.91940000016,1604.919400000159,5,0.002652823538684901
2021-11-22,157901.91940000016,1604.919400000159,5,-0.002917331180930627
2021-11-23,158377.91940000016,1604.919400000159,5,0.003014529537124888
2021-11-24,160673.91940000016,1604.919400000159,5,0.014496970339667126
2021-11-25,160510.25380000015,1916.2538000001587,5,-0.001018619578156632
2021-11-26,159811.25380000018,1916.2538000001587,5,-0.004354861969572021
2021-11-29,159758.25380000015,1916.2538000001587,5,-0.00033164122513151817
2021-11-30,160042.25380000015,1916.2538000001587,5,0.0017776859301150694
2021-12-01,161172.25380000015,1916.2538000001587,5,0.007060635383278946
2021-12-02,161390.20970000018,1727.2097000001595,5,0.0013523165114417424
2021-12-03,164513.20970000015,1727.2097000001595,5,0.01935061616070244
2021-12-06,164904.20970000015,1727.2097000001595,5,0.002376708841271835
2021-12-07,164531.20970000015,1727.2097000001595,5,-0.0022619192116355435
2021-12-08,165314.20970000015,1727.2097000001595,5,0.004758975524629561
2021-12-09,166400.49480000016,1647.4948000001605,5,0.006571032834813861
2021-12-10,166079.49480000016,1647.4948000001605,5,-0.0019290808022285333
2021-12-13,165414.49480000016,1647.4948000001605,5,-0.004004106592453316
2021-12-14,164940.49480000016,1647.4948000001605,5,-0.002865528807334039
2021-12-15,164658.49480000016,1647.4948000001605,5,-0.0017097074938567935
2021-12-16,164997.15150000015,2972.15150000016,5,0.002056721703980857
2021-12-17,164947.15150000015,2972.15150000016,5,-0.0003030355345255975
2021-12-20,164278.15150000015,2972.15150000016,5,-0.004055844516963392
2021-12-21,165064.15150000015,2972.15150000016,5,0.004784568080558271
2021-12-22,164539.15150000015,2972.15150000016,5,-0.003180581581337494
2021-12-23,164891.15150000015,2972.15150000016,5,0.0021393084672616247
2021-12-24,165162.15150000015,2972.15150000016,5,0.0016435084450241444
2021-12-27,165804.15150000015,2972.15150000016,5,0.0038870891070947877
2021-12-28,167687.15150000015,2972.15150000016,5,0.011356772330275433
2021-12-29,167547.15150000015,2972.15150000016,5,-0.000834888056405414
2021-12-30,167121.89530000015,1732.8953000001602,5,-0.0025381284981141894
2021-12-31,167060.89530000015,1732.8953000001602,5,-0.00036500304098696645
2022-01-04,167855.89530000015,1732.8953000001602,5,0.004758743801608345
2022-01-05,169128.89530000015,1732.8953000001602,5,0.007583886152612296
2022-01-06,168426.89530000015,1732.8953000001602,5,-0.004150680454423794
2022-01-07,171442.16370000018,6943.163700000172,5,0.017902535070953185
2022-01-10,171194.16370000018,6943.163700000172,5,-0.0014465519720923137
2022-01-11,171147.16370000018,6943.163700000172,5,-0.00027454206956700755
2022-01-12,173285.16370000018,6943.163700000172,5,0.012492173132051754
2022-01-13,174721.16370000018,6943.163700000172,5,0.008286918333562987
2022-01-14,172989.20760000017,2889.207600000176,5,-0.009912686381678526
2022-01-17,171148.2076000002,2889.207600000176,5,-0.010642282403286574
2022-01-18,175405.2076000002,2889.207600000176,5,0.02487317898151331
2022-01-19,174721.20760000017,2889.207600000176,5,-0.0038995421479153247
2022-01-20,175127.20760000017,2889.207600000176,5,0.0023237018881501204
2022-01-21,174763.91860000018,12699.918600000186,5,-0.0020744292390578734
2022-01-24,173110.91860000018,12699.918600000186,5,-0.009458474113202886
2022-01-25,170723.91860000018,12699.918600000186,5,-0.013788847169805218
2022-01-26,170685.9186000002,12699.918600000186,5,-0.00022258158266041939
2022-01-27,169076.91860000018,12699.918600000186,5,-0.009426671006005471
2022-01-28,168485.8128000002,2660.812800000189,5,-0.003496076252716751
2022-02-07,172864.8128000002,2660.812800000189,5,0.025990318871524476
2022-02-08,176275.8128000002,2660.812800000189,5,0.019732182303326518
2022-02-09,177719.8128000002,2660.812800000189,5,0.008191708079873239
2022-02-10,178568.8128000002,2660.812800000189,5,0.004777182614723152
2022-02-11,179360.9822000002,10110.98220000021,5,0.00443621362307689
2022-02-14,178140.9822000002,10110.98220000021,5,-0.006801925285174981
2022-02-15,178027.9822000002,10110.98220000021,5,-0.00063432904997196
2022-02-16,178367.9822000002,10110.98220000021,5,0.0019098121306460047
2022-02-17,178642.9822000002,10110.98220000021,5,0.0015417565227129337
2022-02-18,179384.7615000002,2059.7615000002115,5,0.004152300251960339
2022-02-21,179418.7615000002,2059.7615000002115,5,0.00018953672383137388
2022-02-22,177171.7615000002,2059.7615000002115,5,-0.012523773886378042
2022-02-23,176887.7615000002,2059.7615000002115,5,-0.0016029642511625752
2022-02-24,173152.7615000002,2059.7615000002115,5,-0.021115084324248135
2022-02-25,175222.9155000002,2864.915500000214,5,0.011955651079812668
2022-02-28,177239.9155000002,2864.915500000214,5,0.011511051475456169
2022-03-01,177140.9155000002,2864.915500000214,5,-0.0005585649243892155
2022-03-02,180492.9155000002,2864.915500000214,5,0.018922788055704798
2022-03-03,184568.9155000002,2864.915500000214,5,0.022582603803083856
2022-03-04,183380.4548000002,2761.454800000218,5,-0.0064391162335241114
2022-03-07,178577.4548000002,2761.454800000218,5,-0.02619144992981004
2022-03-08,173543.4548000002,2761.454800000218,5,-0.028189448694057595
2022-03-09,170791.4548000002,2761.454800000218,5,-0.015857699751174903
2022-03-10,175159.4548000002,2761.454800000218,5,0.02557505002293592
2022-03-11,176518.3707000002,1978.3707000002214,5,0.007758164705134574
2022-03-14,173204.3707000002,1978.3707000002214,5,-0.018774249880383675
2022-03-15,165309.3707000002,1978.3707000002214,5,-0.045581990616591295
2022-03-16,167991.3707000002,1978.3707000002214,5,0.016224125641777665
2022-03-17,169637.3707000002,1978.3707000002214,5,0.009798122327005832
2022-03-18,171247.89630000023,2563.896300000226,5,0.009493931634015906
2022-03-21,169743.89630000023,2563.896300000226,5,-0.008782589640489502
2022-03-22,169435.89630000023,2563.896300000226,5,-0.001814498233595696
2022-03-23,169210.89630000023,2563.896300000226,5,-0.0013279358442536138
2022-03-24,167775.89630000023,2563.896300000226,5,-0.008480541332609226
2022-03-25,168252.76950000023,3066.7695000002277,5,0.0028423224701319416
2022-03-28,169050.76950000023,3066.7695000002277,5,0.0047428639800191075
2022-03-29,167706.76950000023,3066.7695000002277,5,-0.007950274370090882
2022-03-30,173448.76950000023,3066.7695000002277,5,0.03423833168523349
2022-03-31,173253.76950000023,3066.7695000002277,5,-0.00112425127351512
2022-04-01,177452.89590000024,5240.895900000243,5,0.024236854482984294
2022-04-06,178420.89590000024,5240.895900000243,5,0.005454968740242538
2022-04-07,173853.89590000024,5240.895900000243,5,-0.02559677764738766
2022-04-08,175472.89590000024,5240.895900000243,5,0.009312417139799134
2022-04-11,171272.89590000024,5240.895900000243,5,-0.023935320486153766
2022-04-12,175781.61090000026,2162.6109000002543,5,0.02632474319014544
2022-04-13,173037.61090000026,2162.6109000002543,5,-0.015610279061334942
2022-04-14,173108.61090000026,2162.6109000002543,5,0.0004103154200449932
2022-04-15,175410.61090000026,2162.6109000002543,5,0.013298009775664976
2022-04-18,178307.61090000026,2162.6109000002543,5,0.016515534522888897
2022-04-19,180274.00300000026,3445.0030000002553,5,0.01102808842580938
2022-04-20,179953.00300000026,3445.0030000002553,5,-0.0017806228000606383
2022-04-21,179504.00300000026,3445.0030000002553,5,-0.0024950959001223127
2022-04-22,180824.00300000026,3445.0030000002553,5,0.007353596454336531
2022-04-25,175493.00300000026,3445.0030000002553,5,-0.029481705479111553
2022-04-26,173586.14830000026,3999.1483000002554,5,-0.010865702149959744
2022-04-27,174945.14830000026,3999.1483000002554,5,0.007828965694032908
2022-04-28,176056.14830000026,3999.1483000002554,5,0.006350561937818577
2022-04-29,176354.14830000026,3999.1483000002554,5,0.0016926418240856833
2022-05-05,175138.14830000026,3999.1483000002554,5,-0.006895216311733288
2022-05-06,171428.25790000026,2189.257900000259,5,-0.021182651729566127
2022-05-09,172359.25790000026,2189.257900000259,5,0.005430843265893159
2022-05-10,171800.25790000026,2189.257900000259,5,-0.0032432258458917618
2022-05-11,171364.25790000026,2189.257900000259,5,-0.0025378308818010398
2022-05-12,170415.25790000026,2189.257900000259,5,-0.005537910948465008
2022-05-13,172101.58580000026,2009.5858000002627,5,0.009895404441951694
2022-05-16,171289.58580000026,2009.5858000002627,5,-0.00471814362561207
2022-05-17,171881.58580000026,2009.5858000002627,5,0.0034561353933755257
2022-05-18,170957.58580000026,2009.5858000002627,5,-0.005375794013648183
2022-05-19,170500.58580000026,2009.5858000002627,5,-0.0026731776648661887
2022-05-20,172168.58580000026,2009.5858000002627,5,0.009782957590284136
2022-05-23,171518.58580000026,2009.5858000002627,5,-0.003775369339184098
2022-05-24,169737.58580000026,2009.5858000002627,5,-0.010383714346133499
2022-05-25,170303.58580000026,2009.5858000002627,5,0.0033345590331825825
2022-05-26,172825.58580000026,2009.5858000002627,5,0.014808848493429672
2022-05-27,173255.70030000026,4265.700300000251,5,0.002488720046913251
2022-05-30,173096.70030000026,4265.700300000251,5,-0.0009177187228165407
2022-05-31,173870.70030000026,4265.700300000251,5,0.00447148905010053
2022-06-01,173670.70030000026,4265.700300000251,5,-0.00115028006245399
2022-06-02,174468.70030000026,4265.700300000251,5,0.004594902874356599
2022-06-06,174197.55920000025,6557.559200000247,5,-0.0015540959469164672
2022-06-07,176545.55920000025,6557.559200000247,5,0.013478948905961463
2022-06-08,177881.55920000025,6557.559200000247,5,0.007567451744773246
2022-06-09,179290.55920000025,6557.559200000247,5,0.007921000953313051
2022-06-10,180201.55920000025,6557.559200000247,5,0.005081137590651208
2022-06-13,178208.28380000024,2174.283800000245,5,-0.01106136599954577
2022-06-14,180582.28380000024,2174.283800000245,5,0.013321490726347474
2022-06-15,185439.28380000024,2174.283800000245,5,0.026896326138943216
2022-06-16,183321.28380000024,2174.283800000245,5,-0.011421528149797577
2022-06-17,183988.28380000024,2174.283800000245,5,0.003638420952406518
2022-06-20,183647.43890000024,10812.438900000241,5,-0.0018525358950056692
2022-06-21,184328.43890000024,10812.438900000241,5,0.003708192197392046
2022-06-22,183413.43890000024,10812.438900000241,5,-0.004963965438325002
2022-06-23,184625.43890000024,10812.438900000241,5,0.006608021785474483
2022-06-24,183910.43890000024,10812.438900000241,5,-0.003872705756368
2022-06-27,184906.52910000025,2278.529100000247,5,0.005416169989902686
2022-06-28,185341.52910000025,2278.529100000247,5,0.002352539967719336
2022-06-29,185623.52910000025,2278.529100000247,5,0.0015215154497179029
2022-06-30,185621.52910000025,2278.529100000247,5,-1.0774496151944035e-05
2022-07-01,186347.52910000025,2278.529100000247,5,0.003911184244198784
2022-07-04,186547.54830000026,5233.54830000025,5,0.0010733665263287229
2022-07-05,186040.54830000026,5233.54830000025,5,-0.0027178057531190847
2022-07-06,184596.54830000026,5233.54830000025,5,-0.007761748786460632
2022-07-07,184256.54830000026,5233.54830000025,5,-0.001841854591167369
2022-07-08,185905.54830000026,5233.54830000025,5,0.00894947840505056
2022-07-11,185817.99920000025,2622.999200000253,5,-0.00047093322819347083
2022-07-12,183565.99920000025,2622.999200000253,5,-0.012119385687584083
2022-07-13,182826.99920000025,2622.999200000253,5,-0.004025800002291469
2022-07-14,181042.99920000025,2622.999200000253,5,-0.00975785856468836
2022-07-15,176846.99920000025,2622.999200000253,5,-0.023176814450387218
2022-07-18,178387.30940000026,4352.309400000249,5,0.008709846403772037
2022-07-19,179477.30940000026,4352.309400000249,5,0.006110300131024982
2022-07-20,180314.30940000026,4352.309400000249,5,0.004663542164734524
2022-07-21,179873.30940000026,4352.309400000249,5,-0.002445729357073434
2022-07-22,179990.30940000026,4352.309400000249,5,0.0006504578160611008
2022-07-25,179502.72990000027,5926.729900000253,5,-0.002708920839268214
2022-07-26,180120.72990000027,5926.729900000253,5,0.0034428445759253634
2022-07-27,179277.72990000027,5926.729900000253,5,-0.0046801942256620155
2022-07-28,177774.72990000027,5926.729900000253,5,-0.008383640292848216
2022-07-29,176744.72990000027,5926.729900000253,5,-0.005793849331563461
2022-08-01,175353.72990000027,5926.729900000253,5,-0.007870107362109247
2022-08-02,172646.72990000027,5926.729900000253,5,-0.015437367665596446
2022-08-03,171403.72990000024,5926.729900000253,5,-0.007199673001162532
2022-08-04,174343.72990000024,5926.729900000253,5,0.017152485548098895
2022-08-05,175449.72990000027,5926.729900000253,5,0.006343789940908229
2022-08-08,176221.53550000026,2041.53550000026,5,0.004399012756758802
2022-08-09,175777.53550000026,2041.53550000026,5,-0.002519555846226318
2022-08-10,175603.53550000026,2041.53550000026,5,-0.0009898875843551425
2022-08-11,178281.53550000026,2041.53550000026,5,0.015250262429938433
2022-08-12,179262.53550000026,2041.53550000026,5,0.005502532818380423
2022-08-15,178420.30780000027,3804.3078000002715,5,-0.004698291796726206
2022-08-16,178140.30780000027,3804.3078000002715,5,-0.0015693280851968305
2022-08-17,178382.30780000027,3804.3078000002715,5,0.0013584797454806452
2022-08-18,177306.30780000027,3804.3078000002715,5,-0.006031988336009153
2022-08-19,177897.30780000027,3804.3078000002715,5,0.0033332147475917395
2022-08-22,178859.30780000027,3804.3078000002715,5,0.005407614156148544
