code,name,board,industry
601611,中国核建,上海证券交易所,建筑装饰
2558,巨人网络,深圳证券交易所,传媒
600995,南网储能,上海证券交易所,公用事业
601990,南京证券,上海证券交易所,非银金融
601633,长城汽车,上海证券交易所,汽车
300033,同花顺,深圳证券交易所,计算机
895,双汇发展,深圳证券交易所,食品饮料
688002,睿创微纳,上海证券交易所,国防军工
2583,海能达,深圳证券交易所,通信
423,东阿阿胶,深圳证券交易所,医药生物
600801,华新建材,上海证券交易所,建筑材料
603290,斯达半导,上海证券交易所,电子
600066,宇通客车,上海证券交易所,汽车
2340,格林美,深圳证券交易所,电力设备
2065,东华软件,深圳证券交易所,计算机
688012,中微公司,上海证券交易所,电子
2603,以岭药业,深圳证券交易所,医药生物
3035,南网能源,深圳证券交易所,公用事业
21,深科技,深圳证券交易所,电子
800,一汽解放,深圳证券交易所,汽车
603699,纽威股份,上海证券交易所,机械设备
600515,海南机场,上海证券交易所,交通运输
2812,恩捷股份,深圳证券交易所,电力设备
600699,均胜电子,上海证券交易所,汽车
600170,上海建工,上海证券交易所,建筑装饰
301269,华大九天,上海证券交易所,计算机
601186,中国铁建,上海证券交易所,建筑装饰
333,美的集团,深圳证券交易所,家用电器
708,中信特钢,深圳证券交易所,钢铁
600562,国睿科技,上海证券交易所,国防军工
300677,英科医疗,深圳证券交易所,医药生物
603565,中谷物流,上海证券交易所,交通运输
2984,森麒麟,深圳证券交易所,汽车
600985,淮北矿业,深圳证券交易所,煤炭
3816,中国广核,深圳证券交易所,公用事业
601577,长沙银行,上海证券交易所,银行
600160,巨化股份,上海证券交易所,基础化工
600754,锦江酒店,上海证券交易所,社会服务
600584,长电科技,上海证券交易所,电子
300699,光威复材,深圳证券交易所,国防军工
600363,联创光电,上海证券交易所,电子
601555,东吴证券,上海证券交易所,非银金融
600032,浙江新能,上海证券交易所,公用事业
792,盐湖股份,深圳证券交易所,基础化工
300207,欣旺达,深圳证券交易所,电力设备
2262,恩华药业,深圳证券交易所,医药生物
601198,东兴证券,上海证券交易所,非银金融
300136,信维通信,深圳证券交易所,电子
600803,新奥股份,上海证券交易所,公用事业
688498,源杰科技,上海证券交易所,电子
600316,洪都航空,上海证券交易所,国防军工
988,华工科技,深圳证券交易所,机械设备
600511,国药股份,上海证券交易所,医药生物
600941,中国移动,上海证券交易所,通信
600884,杉杉股份,上海证券交易所,电力设备
300122,智飞生物,深圳证券交易所,医药生物
2797,第一创业,深圳证券交易所,非银金融
2126,银轮股份,深圳证券交易所,汽车
603233,大参林,上海证券交易所,医药生物
601665,齐鲁银行,上海证券交易所,银行
601000,唐山港,上海证券交易所,交通运输
603766,隆鑫通用,上海证券交易所,汽车
2465,海格通信,深圳证券交易所,国防军工
688120,华海清科,上海证券交易所,电子
300832,新产业,深圳证券交易所,医药生物
600901,江苏金租,上海证券交易所,非银金融
2625,光启技术,深圳证券交易所,国防军工
302132,中航成飞,深圳证券交易所,国防军工
688331,荣昌生物,上海证券交易所,医药生物
2568,百润股份,深圳证券交易所,食品饮料
601567,三星电气,上海证券交易所,电力设备
601997,贵阳银行,上海证券交易所,银行
2138,顺络电子,深圳证券交易所,电子
603129,春风动力,上海证券交易所,汽车
2939,长城证券,深圳证券交易所,非银金融
408,藏格矿业,深圳证券交易所,基础化工
601825,沪农商行,上海证券交易所,银行
600115,中国东航,上海证券交易所,交通运输
2252,上海莱士,深圳证券交易所,医药生物
603160,汇顶科技,上海证券交易所,电子
600299,安迪苏,上海证券交易所,基础化工
2195,岩山科技,深圳证券交易所,计算机
300718,长盛轴承,深圳证券交易所,机械设备
1696,宗申动力,深圳证券交易所,机械设备
688166,博瑞医药,上海证券交易所,医药生物
2487,大金重工,深圳证券交易所,电力设备
600150,中国船舶,上海证券交易所,国防军工
2001,新和成,深圳证券交易所,基础化工
688223,晶科能源,上海证券交易所,电力设备
603589,口子窖,上海证券交易所,食品饮料
601608,中信重工,上海证券交易所,机械设备
601058,赛轮轮胎,上海证券交易所,汽车
2230,科大讯飞,深圳证券交易所,计算机
300763,锦浪科技,深圳证券交易所,电力设备
600036,招商银行,上海证券交易所,银行
723,美锦能源,深圳证券交易所,煤炭
300146,汤臣倍健,深圳证券交易所,食品饮料
688361,中科飞测,上海证券交易所,电子
688188,柏楚电子,上海证券交易所,计算机
600000,浦发银行,上海证券交易所,银行
600685,中船防务,上海证券交易所,国防军工
2500,山西证券,深圳证券交易所,非银金融
688702,盛科通信,上海证券交易所,电子
688385,复旦微电,上海证券交易所,电子
932,华菱钢铁,深圳证券交易所,钢铁
3021,兆威机电,深圳证券交易所,电力设备
568,泸州老窖,深圳证券交易所,食品饮料
2475,立讯精密,深圳证券交易所,电子
600582,天地科技,上海证券交易所,机械设备
300972,万辰集团,深圳证券交易所,食品饮料
301308,江波龙,深圳证券交易所,电子
603606,东方电缆,上海证券交易所,电力设备
1,平安银行,深圳证券交易所,银行
600535,天士力,上海证券交易所,医药生物
600105,永鼎股份,上海证券交易所,通信
300144,宋城演艺,深圳证券交易所,社会服务
300073,当升科技,深圳证券交易所,电力设备
893,亚钾国际,深圳证券交易所,基础化工
688819,天能股份,上海证券交易所,电力设备
601127,赛力斯,上海证券交易所,汽车
300751,迈为股份,深圳证券交易所,电力设备
600862,中航高科,上海证券交易所,国防军工
600989,宝丰能源,上海证券交易所,基础化工
601211,国泰海通,上海证券交易所,非银金融
688318,财富趋势,上海证券交易所,计算机
617,中油资本,深圳证券交易所,非银金融
883,湖北能源,上海证券交易所,公用事业
600196,复星医药,上海证券交易所,医药生物
600570,恒生电子,上海证券交易所,计算机
600498,烽火通信,上海证券交易所,通信
601162,天风证券,上海证券交易所,非银金融
688213,思特威,上海证券交易所,电子
300888,稳健医疗,深圳证券交易所,美容护理
600999,招商证券,上海证券交易所,非银金融
601618,中国中冶,上海证券交易所,建筑装饰
300458,全志科技,深圳证券交易所,电子
601233,桐昆股份,上海证券交易所,石油石化
601872,招商轮船,上海证券交易所,交通运输
601012,隆基绿能,上海证券交易所,电力设备
688235,百济神州,上海证券交易所,医药生物
603000,人民网,上海证券交易所,传媒
2463,沪电股份,深圳证券交易所,电子
300100,双林股份,深圳证券交易所,汽车
600233,圆通速递,上海证券交易所,交通运输
600663,陆家嘴,上海证券交易所,房地产
300623,捷捷微电,深圳证券交易所,电子
605358,立昂微,上海证券交易所,电子
300866,安克创新,深圳证券交易所,电子
603501,豪威集团,上海证券交易所,电子
600977,中国电影,上海证券交易所,传媒
733,振华科技,深圳证券交易所,国防军工
603486,科沃斯,上海证券交易所,家用电器
591,太阳能,上海证券交易所,公用事业
600547,山东黄金,上海证券交易所,有色金属
601139,深圳燃气,上海证券交易所,公用事业
300679,电连技术,深圳证券交易所,电子
