date,ic
2020-05-07,0.1306597824364024
2020-05-14,-0.21419496701321306
2020-05-21,-0.18797850181817996
2020-05-28,0.20143476861306628
2020-06-04,0.009556523872259108
2020-06-11,0.08684546617514706
2020-06-18,0.05714047004025439
2020-06-29,-0.07423910167788243
2020-07-06,0.38582847078099686
2020-07-13,-0.3369400881445238
2020-07-20,-0.13788385751253715
2020-07-27,0.3267733161457908
2020-08-03,-0.17023162447502313
2020-08-10,-0.10512731905105704
2020-08-17,-0.12285544222835446
2020-08-24,-0.11216392442955697
2020-08-31,-0.05493618734728269
2020-09-07,-0.2605468854717164
2020-09-14,0.015349024436165879
2020-09-21,-0.2656637327889607
2020-09-28,0.3426358151365686
2020-10-13,-0.1466468538161002
2020-10-20,-0.22185792448133615
2020-10-27,-0.10257577149672924
2020-11-03,0.010705583840225451
2020-11-10,-0.24717014840084323
2020-11-17,0.08198773575620526
2020-11-24,-0.07708140765947719
2020-12-01,0.012076305747450422
2020-12-08,-0.15674826473237777
2020-12-15,0.008101525093025632
2020-12-22,-0.1299063271311329
2020-12-29,0.0971414092090042
2021-01-06,-0.1314866008228213
2021-01-13,0.00803772653367889
2021-01-20,-0.10780421365691102
2021-01-27,-0.15797210729319203
2021-02-03,-0.18267240562269055
2021-02-10,0.10716669790874447
2021-02-24,0.007579635429448147
2021-03-03,-0.3139245372027696
2021-03-10,-0.0290115360967531
2021-03-17,-0.16631350181480564
2021-03-24,-0.03138848824167292
2021-03-31,0.17081598763852682
2021-04-08,-0.06517621818868763
2021-04-15,0.12794304491261263
2021-04-22,-0.05799422830045187
2021-04-29,0.07158786551254416
2021-05-11,0.028852753014688353
2021-05-18,0.015428939631360893
2021-05-25,0.22306155732089367
2021-06-01,-0.05424581376101382
2021-06-08,-0.12003343190083322
2021-06-16,0.2892515434885837
2021-06-23,0.007140609213045992
2021-06-30,0.1020156337382296
2021-07-07,0.22774771108760378
2021-07-14,0.21002217730237824
2021-07-21,-0.16001803380469343
2021-07-28,0.25223025175765235
2021-08-04,-0.008149267799265588
2021-08-11,-0.2077684192918239
2021-08-18,0.20054068487887164
2021-08-25,-0.15985518623115375
2021-09-01,0.045648165573467715
2021-09-08,0.07401916914773164
2021-09-15,-0.28746920133907106
2021-09-24,-0.3366496139060052
2021-10-08,0.0062951732687567714
2021-10-15,0.04756418895230541
2021-10-22,-0.002325400495102181
2021-10-29,0.010627592573605684
2021-11-05,0.13162045289303584
2021-11-12,0.057784941368670496
2021-11-19,0.1388338178664171
2021-11-26,-0.02115642747479444
2021-12-03,-0.21936966168037308
2021-12-10,0.0010729175657609295
2021-12-17,-0.2644835539107743
2021-12-24,0.021154140187116012
2021-12-31,-0.28898144113701646
2022-01-10,0.1325501629891064
2022-01-17,-0.2349781891263312
2022-01-24,-0.2153454149813569
2022-02-07,-0.002147587522319131
2022-02-14,0.3105985148364496
2022-02-21,0.13974615891311484
2022-02-28,-0.09936127554205422
2022-03-07,-0.05512401722212568
2022-03-14,0.13985750995591784
2022-03-21,-0.11434228611760301
2022-03-28,-0.23918269720589905
2022-04-06,-0.295500801412951
2022-04-13,-0.08208446617200747
2022-04-20,-0.30759648097019343
2022-04-27,0.14959408071202443
2022-05-09,0.11188641866734289
2022-05-16,0.2459861081133306
2022-05-23,-0.1830617391178729
2022-05-30,0.09674324239799219
2022-06-07,0.04694693301429556
2022-06-14,0.057744372534482884
2022-06-21,0.12141025408087752
2022-06-28,-0.07276378203889204
2022-07-05,-0.11866246212041151
2022-07-12,0.1499653660067313
2022-07-19,-0.0845005981108885
2022-07-26,-0.08071592527353048
2022-08-02,0.20415590806305456
2022-08-09,0.07802132094627606
2022-08-16,-0.09376975260308076
2022-08-23,-0.3477801405824568
2022-08-30,-0.13264036933786205
2022-09-06,-0.20433101474903084
2022-09-14,-0.14048339539740012
2022-09-21,-0.3224714350171673
2022-09-28,0.05509016989635183
2022-10-12,0.1716311795983331
2022-10-19,0.12573355181156462
2022-10-26,0.007826539306924113
2022-11-02,0.12186402970709095
