strategy,annual_return,sharpe,max_dd,calmar,sortino,win_rate,trades,stop_loss,cost,final_value
v6b_hlr,23.81%,1.3412,21.14%,1.1259,1.5788,45.22%,5048,4,32508.96,605880.23
