strategy,annual_return,sharpe,max_dd,calmar,sortino,win_rate,trades,stop_loss,cost,final_value
v9_short_term,-14.36%,-1.4092,16.93%,-0.8481,-1.591,19.50%,536,0,6089.97,172336.39
